PC01	PC02	PC03	PC04	PC05	PC06	PC07	PC08	PC09	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	sample	spec	loc	pop
-0.23118798698786994	0.0459313639555281	0.04633471032959926	-0.010167034225881775	4.623103288919275e-4	0.006092547961468882	0.015381557868301771	0.0027127128224259485	0.028282349928846557	-0.004470499223328092	0.017990540779441552	-0.06761981184202052	0.0788214334602237	-0.04940014990140753	0.05693247116162461	0.02843788343792097	-0.06703139040297983	0.0069193044005026365	-0.024270641094418843	0.0093406425366758	-0.01696738943761685	0.2194772385686774	-0.006453466393804018	-0.1506933368720636	0.03618221320675097	-0.10589019814887972	0.12617581483496673	0.1707495412059094	0.14683204045984335	-0.0726374965571086	-0.08072987471012377	-0.09798644376355958	16_21-30nigpan	nig	pan	nigpan
0.11437980646823953	0.07407580212305222	0.09166406225153312	0.3156851634773446	0.17304928772072414	0.45692315476986056	0.24396645299976477	0.19020821776678615	-0.3105475099110649	-0.2037243052395264	-0.1536391542713366	0.15231342879751597	-0.08110042549914498	0.023769618415387075	0.3590053832869937	-0.2166331109265483	-0.062334913754138827	-0.2005933452702738	0.03357215787344636	-0.06617794375901587	0.0988115645391814	0.2001055368543474	2.3790265065291904e-4	-0.09411294873304918	-0.064626558494873	-0.018349170829030644	-0.006930001301741342	-0.10008187833298154	-0.07002333548947758	0.013902856002940108	0.023300927944111764	0.0172266698429141	16_31-40unipan	uni	pan	unipan
-0.2476956133834309	0.05539135787019097	0.03487438646770458	-2.9816358249870747e-4	0.039741913433595705	0.0046824465947798675	0.004536201392439396	-0.05332491097907285	-0.13073640056602312	-0.10244044926224789	-0.10237851231020388	-0.00901248276382199	0.0036135581757791163	0.051581832826953236	-0.060107229122479205	0.05207063589111344	0.07244087044005403	-0.013926412276955716	-0.03193200218669096	0.04421016720236471	0.10415860464532292	-0.1019984726287863	0.20613712016766014	-0.11452411866708134	0.08193472475956871	0.24531168731060776	0.01865270215229911	0.10196965179133281	-0.054739188039144356	-0.013992294894099297	-0.3719940090234067	0.11061304371094445	18418nigpan	nig	pan	nigpan
0.07404089920637444	-0.17369887254333455	-0.18744444491289602	0.03692427722161724	-0.1857998939344439	0.2144606368386623	0.03596843140475904	-0.14104082235982005	-0.3422401711142923	0.08497906978727356	-0.07703912829675003	-0.19396670197062002	-0.08940883886491031	0.056829891389240904	-0.21918870140149674	-0.08092647756551206	0.05574299905232465	-0.02354528311742331	0.19937230128702482	0.46797141608139725	-0.24833055404189477	-0.18201317501318987	0.19715809618436356	-0.0914626355872611	0.001754073026279798	-0.2932012194549301	-0.16278371494594107	0.13633265333450842	0.05233306471939163	-0.1238631190352571	0.04255199943244921	0.026870323873140464	18419puepan	pue	pan	puepan
0.12374418362757883	0.14687230216939978	0.09363908089002329	0.508912380484871	-0.0704608012476803	-0.40628583316045846	0.22620969391223653	-0.3055613574715925	0.10106899094799875	0.19451484075891454	-0.318309827399295	0.12311235183602617	0.19917274556575212	-0.04402341762838307	-0.027011220729460474	-0.014548941549130591	0.19534401213130426	0.010028364973307863	0.18715010407231408	-0.11708326317175476	0.0024919716688413256	-0.033533172358596	-0.02305417725438026	-0.031843251722760736	-0.1144139995110953	-0.04853024748091404	-0.11737841921533436	0.008151223397440913	-0.04712117311497918	-0.05643557725006641	0.051374482847135	-0.05007525921825379	18420unipan	uni	pan	unipan
0.06818079029857622	-0.09536032678517486	-0.12362795231060814	-0.06320356620211118	-0.03873198479791188	-0.1880962870166013	0.056965381837689975	0.0310476633254195	-0.18248748019424493	0.1271436547966339	0.005952487988873712	0.280081690346684	-0.11549401291631041	-0.0036240020294493855	0.12535717241335514	0.48504716290079986	0.11311499323633036	-0.05873404463939058	0.02865948789350533	0.4103052431375972	0.3197413089821799	0.29960691320339045	-0.12943165667792597	0.07784529991851348	0.12568634507798165	0.15767869976793342	-0.017666021167379628	0.0905881401573266	0.01768505245124749	0.09748796864830878	-0.020297620260671858	0.1036024621284773	18421puepan	pue	pan	puepan
0.06757229747447527	-0.12157964976593988	-0.14014397878506082	-0.03763344542685326	0.04955668211498065	-0.06365321637143523	-0.1778732554028261	-0.01382890745178247	0.007415979762846021	0.008863772677821484	0.0966751425812295	0.10294879636095065	-0.21423889213638003	0.12108997034853076	0.025285158904077582	0.095328766504906	0.10085733215757911	-0.022107402317952295	-0.13990663182223892	-0.16186258010448135	0.4209603517931943	-0.21786976494694507	0.15551204069941332	-0.28009778155591925	-0.4702258039730128	-0.3303241939496371	0.04717039194276159	0.04375647274025939	-0.07394743260023755	0.14243221890179888	0.12599632750497317	-0.1366895884144256	18422puepan	pue	pan	puepan
-0.24724364671822235	0.019687379884673235	0.03713797526197317	0.008013958384543416	-0.0047255341397070974	-0.0070144002197044765	0.05138317407644781	-0.015388016484487123	-0.08438733606746018	-0.04258612686343567	-0.021248340882481325	0.023888269875408517	-0.03125911997254109	0.18206524896634102	0.01501923415359101	0.10172672946544999	-0.04136139611454383	0.06345028451250569	0.04894570380756269	-0.010102788036123184	-0.0822301580948936	-0.17215104074781232	0.1533078567989435	0.10872329248735822	-0.05159078922025853	0.1892257988597561	-0.09370288244461943	-0.1469657338748482	-0.2625846740420019	0.12028520168311752	0.22158699976406515	-0.1896050952942803	18424nigpan	nig	pan	nigpan
0.0747961604536592	-0.12449696709953811	-0.14462190863945235	-0.1254031415843825	-0.058931445933322515	-0.14606308850173058	0.21000937319979363	0.04695121597603603	-0.1559176649401388	0.05936686189734611	0.18029905686153233	0.11851478453486557	-0.007168288264212714	-0.30982870627067866	-0.047810288814082634	-0.14263739103060444	-0.1382386772213413	-0.012746320669451262	0.2030341055132282	0.029395086229233314	-0.28375541940057225	-0.004712612288859079	-0.24215697827384552	-0.1148385688475901	-0.43887864792328823	0.2606011764569125	0.3525488265910887	-0.055489167528541654	-0.002991403235667172	0.0956565147375198	-0.11603602636606668	-0.03900039010831462	18426puepan	pue	pan	puepan
0.07274878457407248	-0.10664717949165213	-0.14835825216639978	0.08851603214671444	-0.051279259744969906	0.24889439292687346	-0.04851413611186998	-0.21600856259669904	-0.14048278404548079	0.3045195514138658	-0.04456967596792031	0.024870746229336434	-0.1942435039428808	-0.22150317295302208	-0.19726077130873534	0.2429816616226799	0.006775552860784644	0.0872729317605775	-0.3728091155843497	-0.45177569644750754	-0.21144058324891732	0.1729222915918581	-0.012080347807590581	-0.0014439237045949808	0.11513599577284246	-0.05215555667284156	0.03384000908254866	-0.06737698901618548	-0.033404038583012004	-0.02421109985617929	-0.1387944135179913	0.0103134730005576	18427puepan	pue	pan	puepan
