PC01	PC02	PC03	PC04	PC05	PC06	PC07	PC08	PC09	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	sample	spec	loc	pop
-0.18970575986690266	0.06355902101807273	0.05372467891135259	-0.013353808020842923	0.02857081154643995	0.0731348611294396	-0.008360465330032488	0.01463113357398621	0.02795526991750862	-8.696336546279751e-4	0.004122504492080856	-0.0034702799222933556	-0.0043343238643080316	-0.03378848242758451	-0.017940711980758695	0.016805823428346384	-0.012687022847910241	-0.010936401378099344	0.010772936816150764	0.03824512691277373	-0.0027367897360359873	-0.003396682056939005	0.0036222920827159552	0.00278478100877574	-0.019674885272291446	-0.02330882265457354	0.03447667066213634	0.028324145678534727	-0.061770017338350774	-0.04329078647267903	-0.031696440015878395	-0.006526981949488737	16_21-30nigpan	nig	pan	nigpan
0.14816934832392803	-0.04892002082609087	-9.494498893527284e-4	0.8183915590672177	0.010402064994173201	0.1128394260950305	-0.06610938063921222	0.46708482670748924	0.1329274713518673	0.11061933083629735	0.03474690541907418	-0.03220292356258013	0.047411045437356365	-0.004810385628122582	-0.036743623027607364	0.057873399397647775	0.0013910357870143709	0.03747158185302997	-0.010461566007764373	-0.0035006400955099257	0.0034741537267894947	0.048866803995730575	-0.026545209673415497	-0.018737802553115933	0.005483122160306409	0.011864756776731392	-0.005052575440892743	0.0010670554016219864	-0.027718379311663207	-0.008308297780296204	0.017077067652448426	0.015133309110240016	16_31-40unipan	uni	pan	unipan
-0.20851012263335325	0.051597952188564535	0.07138833357938446	-0.008025365111573781	0.043719439728543474	0.0892361646139067	-0.01115571572550712	0.030871678674640565	0.025272955836014487	0.01068746604339885	-0.032229218574826024	-0.014836033268325074	-0.006314298405835123	-0.05124111830770717	0.014439362925221735	0.025192502909589274	-0.013365870074304618	0.030916460085310984	0.019496648207286024	0.04157832706277131	0.008537481245269627	0.0034031065650455086	0.018662938006129694	-9.685237618652047e-4	-0.024075118013282482	0.015560096792102254	0.0073207807810828735	-0.02605090837025907	0.021413244516734473	0.054109066140350784	-0.14710842178698608	-0.3328076284001133	18418nigpan	nig	pan	nigpan
-0.0011536585404051047	-0.012433589330905366	-0.19224458247736587	0.1984298261469554	0.05542760792298364	-0.05822000934014804	0.1640144933287928	-0.26631836277776727	-0.16288095158113713	-0.08238561946547555	-0.22040193435517194	-0.04262719734627252	0.3220868376613427	-0.13387606539692534	0.6081196219530927	0.07386440903054572	0.2883693175264078	-0.04172335469411935	-0.018770200531910707	0.25752494282677457	0.04478716996365509	-0.028634239984233766	0.01663701844733071	0.19792292475869808	0.03124528557886225	-0.0399532031770042	0.11161253500548597	0.05002565721786207	-0.035608072560329274	-0.001090110819070667	0.00670983183863163	0.009977485032652961	18419puepan	pue	pan	puepan
0.13302233433945307	-0.1401932663856346	0.3225540826477794	-0.09623870169858584	-0.21265981764822794	0.1353128750935996	0.8211509492627022	0.1033748653924609	0.11244060909138623	0.10661759295442674	-0.0511522126472763	0.1354892327533727	-0.05237334988986939	0.09466083468412832	-0.02327869591460172	-0.0019495298226803474	0.015302639026559027	0.014830913570561384	-0.01881186455368069	0.09160968854961607	-0.016672943635230312	0.003842659668495816	-0.06652102717585946	0.014380662084890935	0.027439521600600685	-0.03203215591439466	-0.007102273222828822	0.03371856860762195	-0.03232006172307934	-0.0010706974372749756	-0.005791014319053552	0.008867018846509738	18420unipan	uni	pan	unipan
0.00615515874910001	-0.05968785861598563	-0.16508278375180363	-0.140811999778203	0.08591502741945654	-0.19046197583254168	0.06920389009817991	-0.010022135883010784	0.0949788828839433	0.6684119053812108	0.22744787532772234	-0.4451229526416629	0.23038132734518735	0.03215275440614273	-0.015896762749256485	-0.11693728215911901	0.08922603035785072	0.1817340367812825	-0.01738937202532305	-0.18707368254876003	-0.06301787308256265	-0.07215825698002502	-0.013710209006508559	0.08654299100637379	0.06820458194362865	0.02738478142074963	0.018223372642221458	0.04323765050251214	-0.008869935329796722	0.009711308618050722	-0.02798781482480516	0.016899309189446158	18421puepan	pue	pan	puepan
0.05048620890021423	-0.07105783798705677	-0.11636575768880272	0.01592450908695227	0.08753304163407323	-0.09076370310985064	0.07177620472163629	0.008386588721462354	-0.07450847597588055	-0.1893449815835247	-0.3777266601543198	-0.49193478882062797	-0.1475567824458966	-0.021061366152413438	-0.4050921834690369	-0.20695765421411427	0.06272322027024646	-0.15859131571994964	0.3589595013979311	0.2702226915985941	-0.009147618841034235	0.02757665303043599	-0.15551910054858276	0.10102107683316375	-0.018869884579286074	-0.009434945512058177	-0.010743853105585937	0.03862786226320913	-0.014619772360465487	0.04181638589512361	0.03783237632859921	-0.005604201979325411	18422puepan	pue	pan	puepan
-0.21276647455381495	0.07592735252093273	0.07442097870713073	-0.012797922768896863	0.030617101218523138	0.07876537173836128	-0.01337210219049968	0.029244713008685624	-0.015355116190837494	0.02170053372134707	-0.003522992049879192	-0.02721899117472373	0.00684697926578147	-0.04362871169669893	-0.008531615564410682	0.004123474562097851	-0.030382995053037532	6.698857850727514e-4	0.004243361272404333	4.424902223902073e-4	0.026450322480570963	0.04597938928912369	-0.034922351863536	0.031075771124729548	-0.011526333589486947	0.014066546603587133	0.03939557592853818	0.02082295543093158	0.047981546157514876	0.08553457764844233	-0.16765198160682426	-0.5260885007967334	18424nigpan	nig	pan	nigpan
-0.002987203512846648	-0.022312020422349383	-0.14762181781930497	-0.029315685334907013	0.06417445639012945	-0.022483228399167766	-0.01171988342420603	0.04947811694147035	-0.012555416674645237	-0.04572068442093337	-0.05419212274793922	0.06980932293084861	0.09955163704299955	0.2862954794200862	-0.13073698472453996	-0.36931324949101946	0.13068174854286985	-0.42393521351613794	-0.6351364786039153	0.02229437806443263	0.09640636620273196	0.13264628885612206	-0.011718019489473474	-0.014684219538685456	0.17602356396710458	0.11601654033101444	-0.0468324335815071	-0.10160451311362964	-0.0280848615107734	-0.030793977206441447	-0.0238938410022449	-0.01776148919080436	18426puepan	pue	pan	puepan
-0.00839070636287501	-0.015542560503170122	-0.0934486637038033	0.06181459872984356	0.01670099607181391	-0.06757794848952674	0.05258017853464344	-0.13687056977887477	0.02928941688004132	0.01645803332995946	-0.002469253066612383	-0.022261976634443414	-0.055742300184309666	-0.01685706780921043	0.03428058451582829	-0.17345280453739673	0.12833792680641573	0.033548723907502194	-0.03187808895472423	0.027646048869403982	0.11282896631525147	-0.08570191997196658	0.1316910916760213	-0.7340437035118563	-0.436013413419509	-0.21092173775093298	-0.08833965111367778	0.18962464953897168	-0.13338303540365948	-0.044493363044541386	-0.05211003254067425	0.0192294091152088	18427puepan	pue	pan	puepan
